name,total_budget,total_revenue,total_return
Matti Kassila,0.0,0.0,0.0
Matti Kuortti,0.0,0.0,0.0
Matty Beckerman,0.0,0.0,0.0
Matty Rich,0.0,8880705.0,0.0
Matías Bize,0.0,0.0,0.0
Matías Cruz,0.0,0.0,0.0
Matías Lira,0.0,0.0,0.0
Matías Lucchesi,0.0,0.0,0.0
Matías Piñeiro,0.0,0.0,0.0
Maud Nycander,0.0,0.0,0.0
Maureen Gosling,0.0,0.0,0.0
Mauri Kunnas,0.0,0.0,0.0
Maurice Barthélemy,0.0,0.0,0.0
Maurice Cloche,0.0,0.0,0.0
Maurice Devereaux,0.0,0.0,0.0
Maurice Elvey,0.0,0.0,0.0
Maurice Hatton,0.0,0.0,0.0
Maurice Joyce,0.0,0.0,0.0
Maurice Lehmann,0.0,0.0,0.0
Maurice Lemaître,0.0,0.0,0.0
Martijn Heijne,0.0,0.0,0.0
Matthiew Klinck,0.0,0.0,0.0
Matthieu Lietaert,0.0,0.0,0.0
Matthew Thompson,0.0,0.0,0.0
Matthew Porterfield,0.0,48132.0,0.0
Martin Bourboulon,0.0,0.0,0.0
Matthew Ross,0.0,9188.0,0.0
Matthew Ryan Hoge,0.0,343816.0,0.0
Martin Bell,0.0,0.0,0.0
Matthew Saville,0.0,0.0,0.0
Matthew Smiley,0.0,0.0,0.0
Matthew Spradlin,0.0,0.0,0.0
Matthew Tabak,0.0,0.0,0.0
Martin Barnewitz,0.0,0.0,0.0
Matthieu Delaporte,0.0,0.0,0.0
Matthew Weiner,0.0,0.0,0.0
Matthias Emcke,0.0,0.0,0.0
Matthias Glasner,0.0,0.0,0.0
Matthias Hoene,0.0,0.0,0.0
Martin Asphaug,0.0,0.0,0.0
Matthias Luthardt,0.0,0.0,0.0
Matthias Schweighöfer,0.0,0.0,0.0
Matthias Steurer,0.0,0.0,0.0
Matthias X. Oberg,0.0,0.0,0.0
Michael Valverde,0.0,0.0,0.0
Michael Verhoeven,0.0,0.0,0.0
Nico Peltier,0.0,0.0,0.0
Marcel Gisler,0.0,0.0,0.0
Nana Dzhordzhadze,0.0,0.0,0.0
Nana Ekvtimishvili,0.0,0.0,0.0
Marcel Carné,0.0,0.0,0.0
Nana Neul,0.0,0.0,0.0
Nana Patekar,0.0,0.0,0.0
Marcel Camus,0.0,0.0,0.0
Nancy Adair,0.0,0.0,0.0
Marcel Barrena,0.0,0.0,0.0
Marc-Andreas Bochert,0.0,0.0,0.0
Nancy Bardawil,0.0,0.0,0.0
Nancy Buirski,0.0,0.0,0.0
Nancy Criss,0.0,0.0,0.0
Nancy Florence Savard,0.0,15000000.0,0.0
Marc van Fucht,0.0,0.0,0.0
Nancy Kates,0.0,0.0,0.0
Nancy Kelly,0.0,0.0,0.0
Nancy Leopardi,0.0,0.0,0.0
Marc Waltman,0.0,0.0,0.0
Marc Small,0.0,0.0,0.0
Nancy Meckler,0.0,0.0,0.0
Marc Singer,0.0,0.0,0.0
Nam Yin,0.0,0.0,0.0
Najwa Najjar,0.0,0.0,0.0
Marc Silver,0.0,0.0,0.0
Naji Abu Nowar,0.0,0.0,0.0
Nacho G. Velilla,0.0,0.0,0.0
Marcel Rasquin,0.0,0.0,0.0
Marcel Pagnol,0.0,0.0,0.0
Nadav Lapid,0.0,0.0,0.0
Nadav Schirman,0.0,0.0,0.0
Nadeem Soumah,0.0,0.0,0.0
Nadezhda Kosheverova,0.0,0.0,0.0
Nadia Conners,0.0,0.0,0.0
Marcel Ophüls,0.0,0.0,0.0
Nadine Labaki,0.0,0.0,0.0
Nadine Trintignant,0.0,0.0,0.0
Nadine Truong,0.0,0.0,0.0
Nadir Moknèche,0.0,0.0,0.0
Marcel L'Herbier,0.0,0.0,0.0
Nagaoka Hisaaki,0.0,0.0,0.0
Nagayoshi Akasaka,0.0,0.0,0.0
Nagesh Kukunoor,0.0,0.0,0.0
Nagisa Ōshima,0.0,0.0,0.0
Nagraj Manjule,0.0,0.0,0.0
Nahid Persson Sarvestani,0.0,0.0,0.0
Nailah Jefferson,0.0,0.0,0.0
Nancy Savoca,0.0,0.0,0.0
Nancy Stern,0.0,23578.0,0.0
Marc Goldstein,0.0,0.0,0.0
Narciso Ibáñez Serrador,0.0,0.0,0.0
Nash Edgerton,0.0,0.0,0.0
Nat Christian,0.0,0.0,0.0
Marc Munden,0.0,0.0,0.0
Marc Moody,0.0,0.0,0.0
Nat Hiken,0.0,0.0,0.0
Marc Meyers,0.0,0.0,0.0
Natalia Brozynska,0.0,0.0,0.0
Natalia Leite,0.0,0.0,0.0
Natalia Nazarova,0.0,243000.0,0.0
Natalia Smirnoff,0.0,0.0,0.0
Natalya Merkulova,0.0,0.0,0.0
Natalya Meshchaninova,0.0,0.0,0.0
Natasha Arthy,0.0,0.0,0.0
Marc Levie,0.0,0.0,0.0
Marc Juvé,0.0,0.0,0.0
Marc H. Simon,0.0,26042.0,0.0
Nate Adams,0.0,0.0,0.0
Nate Cash,0.0,0.0,0.0
Nate Meyer,0.0,0.0,0.0
Nate Watt,0.0,0.0,0.0
Marc Gracie,0.0,0.0,0.0
Narendra Bedi,0.0,0.0,0.0
Naphat Chaithiangthum,0.0,0.0,0.0
Nancy Stern Winters,0.0,0.0,0.0
Naoyuki Yoshinaga,0.0,0.0,0.0
Nancy Walker,0.0,0.0,0.0
Nandita Das,0.0,0.0,0.0
Nando Olival,0.0,0.0,0.0
Nanfu Wang,0.0,0.0,0.0
Marc Rylewski,0.0,0.0,0.0
Nanouk Leopold,0.0,0.0,0.0
Nao Kubota,0.0,0.0,0.0
Naohisa Inoue,0.0,0.0,0.0
Marc Rothemund,0.0,0.0,0.0
Naoko Ogigami,0.0,0.0,0.0
Naoko Yamada,0.0,19606617.0,0.0
Naomi Foner Gyllenhaal,0.0,0.0,0.0
Naomi Kawase,0.0,124518.0,0.0
Naomi Nagata,0.0,0.0,0.0
Naoto Hashimoto,0.0,0.0,0.0
Marc Rosenbush,0.0,0.0,0.0
Marc Rocco,0.0,17381942.0,0.0
Marc Riba,0.0,0.0,0.0
Marc Pierschel,0.0,0.0,0.0
Naoto Kumazawa,0.0,0.0,0.0
Naoyuki Tomomatsu,0.0,0.0,0.0
Nacho Cerdà,0.0,0.0,0.0
Marcel Roels,0.0,0.0,0.0
Nacer Khemir,0.0,0.0,0.0
Morten Arnfred,0.0,0.0,0.0
Morten Lindberg,0.0,0.0,0.0
Morten Skallerud,0.0,0.0,0.0
Marcin Bortkiewicz,0.0,0.0,0.0
Morton DaCosta,0.0,8000000.0,0.0
Marcie Hume,0.0,0.0,0.0
Moshé Mizrahi,0.0,0.0,0.0
Marcelo Piñeyro,0.0,0.0,0.0
Motoyoshi Oda,0.0,0.0,0.0
Marcelo Machado,0.0,0.0,0.0
Mou Tun-fei,0.0,0.0,0.0
Moufida Tlatli,0.0,0.0,0.0
Mouli,0.0,0.0,0.0
Mounir Chakor,0.0,0.0,0.0
Marcelo Laffitte,0.0,0.0,0.0
Mrinal Sen,0.0,0.0,0.0
Mudassar Aziz,0.0,0.0,0.0
Muffie Meyer,0.0,0.0,0.0
Muharrem Gülmez,0.0,0.0,0.0
Mukesh Saigal,0.0,0.0,0.0
Mukunda Michael Dewil,0.0,0.0,0.0
Mun Chee Yong,0.0,0.0,0.0
Marcin Koszałka,0.0,0.0,0.0
Mort Ransen,0.0,0.0,0.0
Nabil Ben Yadir,0.0,0.0,0.0
Morrie Ruvinsky,0.0,0.0,0.0
Moon Hyun-sung,0.0,0.0,0.0
Mora Stephens,0.0,0.0,0.0
Marco De Angelis,0.0,0.0,0.0
Marco Danieli,0.0,0.0,0.0
Morag McKinnon,0.0,0.0,0.0
Morgan Bertacca,0.0,0.0,0.0
Marco Berger,0.0,0.0,0.0
Morgan Dews,0.0,0.0,0.0
Morgan Fisher,0.0,0.0,0.0
Marco Bellone,0.0,0.0,0.0
Marco Bechis,0.0,0.0,0.0
Morgan Knibbe,0.0,0.0,0.0
Marco Antonio Cury,0.0,0.0,0.0
Morgan Matthews,0.0,0.0,0.0
Marco Amenta,0.0,0.0,0.0
Marcio Reolon,0.0,0.0,0.0
Morgan Pehme,0.0,0.0,0.0
Marcin Wrona,0.0,0.0,0.0
Marcin Krzyształowicz,0.0,0.0,0.0
Mori Masaki,0.0,0.0,0.0
Morio Asaka,0.0,0.0,0.0
Munehisa Sakai,0.0,53000000.0,0.0
Marcelo Gomes,0.0,0.0,0.0
Murat Dzhusoyty,0.0,0.0,0.0
Marcelo Estévez,0.0,0.0,0.0
Marcell Jankovics,0.0,0.0,0.0
Márta Mészáros,0.0,0.0,0.0
Måns Herngren,0.0,0.0,0.0
Måns Månsson,0.0,0.0,0.0
Marcell Iványi,0.0,0.0,0.0
Mårten Klingberg,0.0,0.0,0.0
Mårten Knutsson,0.0,0.0,0.0
Marceline Loridan-Ivens,0.0,0.0,0.0
Mélanie Laurent,0.0,43471.0,0.0
Mónica Santana Baptista,0.0,0.0,0.0
Marcel Łoziński,0.0,0.0,0.0
Māris Martinsons,0.0,0.0,0.0
N. Chandra,0.0,0.0,0.0
N. Krishna,0.0,0.0,0.0
Marcel Varnel,0.0,0.0,0.0
N. Maharajan,0.0,0.0,0.0
N.C. Heikin,0.0,0.0,0.0
N.D. Wilson,0.0,0.0,0.0
Na Hong-jin,0.0,0.0,0.0
Nabi Ganiyev,0.0,0.0,0.0
Nabil Ayouch,0.0,0.0,0.0
Márk Bodzsár,0.0,0.0,0.0
Marcello Aliprandi,0.0,0.0,0.0
Mysskin,0.0,0.0,0.0
Marcelo Epstein,0.0,0.0,0.0
Murat Kepez,0.0,0.0,0.0
Murilo Salles,0.0,0.0,0.0
Murray Battle,0.0,0.0,0.0
Murray Lerner,0.0,0.0,0.0
Murray Roth,0.0,0.0,0.0
Murray Siple,0.0,0.0,0.0
Murray Wais,0.0,0.0,0.0
Muscha,0.0,0.0,0.0
Mushon Salmona,0.0,0.0,0.0
Muzhi Yuan,0.0,0.0,0.0
Marcello Andrei,0.0,0.0,0.0
Marcello Fondato,0.0,36782781.0,0.0
Mwezé Ngangura,0.0,0.0,0.0
Marcello Cesena,0.0,0.0,0.0
Myles Berkowitz,0.0,0.0,0.0
Myles Connell,0.0,0.0,0.0
Myles Kane,0.0,0.0,0.0
Myron Meisel,0.0,0.0,0.0
Marcello Avallone,0.0,0.0,0.0
Myroslav Slaboshpytskyi,0.0,0.0,0.0
Nathan Adloff,0.0,0.0,0.0
Nathan Clarke,0.0,0.0,0.0
Michael W. Leighton,0.0,0.0,0.0
Nick Berardini,0.0,0.0,0.0
Nick Broomfield,0.0,311245.0,0.0
Nick Cannon,0.0,0.0,0.0
Manish Gupta,0.0,0.0,0.0
Nick Cheung,0.0,0.0,0.0
Manijeh Hekmat,0.0,0.0,0.0
Nick Cohen,0.0,0.0,0.0
Mania Akbari,0.0,0.0,0.0
Mani Shankar,0.0,0.0,0.0
Nick Fenton,0.0,0.0,0.0
Nick Gaitatjis,0.0,0.0,0.0
Mani Maserrat Agah,0.0,0.0,0.0
Mani Haghighi,0.0,0.0,0.0
Manfred Wong,0.0,0.0,0.0
Manfred Vainokivi,0.0,0.0,0.0
Nick Giannopoulos,0.0,0.0,0.0
Nick Gillespie,0.0,0.0,0.0
Manfred Stelzer,0.0,0.0,0.0
Nick Grinde,0.0,0.0,0.0
Manfred Becker,0.0,0.0,0.0
Nick Groff,0.0,0.0,0.0
Nick Guthe,0.0,0.0,0.0
Nick Bicanic,0.0,0.0,0.0
Manmohan Desai,0.0,0.0,0.0
Mandy Stein,0.0,0.0,0.0
Mannie Davis,0.0,0.0,0.0
Nicholas D. Wrathall,0.0,0.0,0.0
Manolo Sarmiento,0.0,0.0,0.0
Nicholas David Lean,0.0,0.0,0.0
Nicholas DiBella,0.0,0.0,0.0
Nicholas Dimitropoulos,0.0,0.0,0.0
Nicholas Fackler,0.0,0.0,0.0
Nicholas Gyeney,0.0,0.0,0.0
Nicholas Humphries,0.0,0.0,0.0
Nicholas Kazan,0.0,0.0,0.0
Nicholas Mastandrea,0.0,1675484.0,0.0
Nicholas McCarthy,0.0,0.0,0.0
Manny Rodriguez,0.0,60.0,0.0
Nicholas Niciphor,0.0,0.0,0.0
Nicholas Ozeki,0.0,0.0,0.0
Nicholas Peterson,0.0,0.0,0.0
Manny Coto,0.0,8403440.0,0.0
Nicholas Sgarro,0.0,0.0,0.0
Nicholas Smith,0.0,0.0,0.0
Mannus Franken,0.0,0.0,0.0
Nicholaus Goossen,0.0,6538177.0,0.0
Nick August-Perna,0.0,0.0,0.0
Nick Holt,0.0,0.0,0.0
Nick Hooker,0.0,0.0,0.0
Nathan Drillot,0.0,0.0,0.0
Nick Robertson,0.0,0.0,0.0
Malcolm St. Clair,0.0,0.0,0.0
Nick Ryan,0.0,0.0,0.0
Malcolm Mowbray,0.0,0.0,0.0
Nick Sandow,0.0,0.0,0.0
Malcolm McDonald,0.0,0.0,0.0
Nick Sherman,0.0,0.0,0.0
Nick Simon,0.0,0.0,0.0
Malcolm Marmorstein,0.0,0.0,0.0
Nick Slatkin,0.0,0.0,0.0
Nick Stillwell,0.0,0.0,0.0
Malcolm Ingram,0.0,0.0,0.0
Nick Szostakiwskyj,0.0,0.0,0.0
Nick Tomnay,0.0,14870.0,0.0
Malcolm Clarke,0.0,0.0,0.0
Nick Weiss,0.0,0.0,0.0
Nick Wernham,0.0,0.0,0.0
Nick Whitfield,0.0,0.0,0.0
Nick Zedd,0.0,0.0,0.0
Nickolas Dylan Rossi,0.0,0.0,0.0
Nicky Phelan,0.0,0.0,0.0
Nico Mastorakis,0.0,0.0,0.0
Nick Rosen,0.0,0.0,0.0
Nick Riedell,0.0,0.0,0.0
Mandie Fletcher,0.0,37915971.0,0.0
Nick Redman,0.0,0.0,0.0
Nick Jongerius,0.0,0.0,0.0
Nick Knight,0.0,0.0,0.0
Mandeep Kumar,0.0,0.0,0.0
Manabu Oohashi,0.0,0.0,0.0
Manabu Asô,0.0,0.0,0.0
Man Ray,0.0,0.0,0.0
Nick Marck,0.0,0.0,0.0
Nick McKinney,0.0,0.0,0.0
Mami Sunada,0.0,0.0,0.0
Malu De Martino,0.0,0.0,0.0
Nick Moran,0.0,0.0,0.0
Malika Zouhali-Worrall,0.0,0.0,0.0
Nick Morris,0.0,0.0,0.0
Malik Vitthal,0.0,0.0,0.0
Nick Noe,0.0,0.0,0.0
Nick Oceano,0.0,0.0,0.0
Malik Bendjelloul,0.0,0.0,0.0
Malik Bader,0.0,0.0,0.0
Nick Quested,0.0,0.0,0.0
Nick Quinn,0.0,0.0,0.0
Nick Read,0.0,0.0,0.0
Nicholas Corea,0.0,0.0,0.0
Nicholas Brooks,0.0,0.0,0.0
Nicholas Brandt,0.0,0.0,0.0
Neal Fischer,0.0,0.0,0.0
Neal Jimenez,0.0,0.0,0.0
Marc Brummund,0.0,0.0,0.0
Neal Slavin,0.0,0.0,0.0
Neal Sundstrom,0.0,0.0,0.0
Marc Bauder,0.0,0.0,0.0
Neal Wu,0.0,0.0,0.0
Marc Allégret,0.0,0.0,0.0
Nebojša Andrić,0.0,0.0,0.0
Ned Benson,0.0,985007.0,0.0
Ned Crowley,0.0,0.0,0.0
Ned Farr,0.0,0.0,0.0
Neele Leana Vollmar,0.0,0.0,0.0
Neema Barnette,0.0,0.0,0.0
Marat Magambetov,0.0,0.0,0.0
Neeraj Ghaywan,0.0,0.0,0.0
Neeraj Vora,0.0,0.0,0.0
Neil Armfield,0.0,2077763.0,0.0
Neil Barsky,0.0,0.0,0.0
Neil Berkeley,0.0,0.0,0.0
Neil Breen,0.0,0.0,0.0
Mara Eibl-Eibesfeldt,0.0,0.0,0.0
Marc Clebanoff,0.0,0.0,0.0
Nayan Padrai,0.0,38261.0,0.0
Nicholas Barker,0.0,0.0,0.0
Navdeep Singh,0.0,0.0,0.0
Marc Fusco,0.0,0.0,0.0
Marc Furmie,0.0,0.0,0.0
Marc Fitoussi,0.0,0.0,0.0
Nathan Holt,0.0,0.0,0.0
Nathan Marshall,0.0,0.0,0.0
Nathan Miller,0.0,0.0,0.0
Marc Esposito,0.0,0.0,0.0
Nathan Silver,0.0,0.0,0.0
Nathan Williams,0.0,0.0,0.0
Nathanael Coffman,0.0,0.0,0.0
Marc Erlbaum,0.0,0.0,0.0
Nathaniel Kahn,0.0,0.0,0.0
Marc Didden,0.0,0.0,0.0
Nati Baratz,0.0,302000.0,0.0
Natsuki Imai,0.0,44038000.0,0.0
Marc Daniels,0.0,0.0,0.0
Nattawut Poonpiriya,0.0,0.0,0.0
Natuk Baytan,0.0,0.0,0.0
Naum Birman,0.0,0.0,0.0
Marc Crehuet,0.0,0.0,0.0
Marc Connelly,0.0,0.0,0.0
Neil Diamond,0.0,0.0,0.0
Neil Gaiman,0.0,0.0,0.0
Mar Targarona,0.0,0.0,0.0
Neil Hunter,0.0,0.0,0.0
Nesli Çölgeçen,0.0,0.0,0.0
Manuel Gómez Pereira,0.0,0.0,0.0
Neten Chokling,0.0,0.0,0.0
Neto Villalobos,0.0,0.0,0.0
Neus Ballús,0.0,0.0,0.0
Ng Ka-Leung,0.0,0.0,0.0
Manuel De Landa,0.0,0.0,0.0
Manuel Carballo,0.0,0.0,0.0
Ng See-Yuen,0.0,0.0,0.0
Manuel Boursinhac,0.0,0.0,0.0
Ngai Hoi-Fung,0.0,0.0,0.0
Manu Payet,0.0,0.0,0.0
Ngozi Onwurah,0.0,0.0,0.0
Nia Di Nata,0.0,0.0,0.0
Mansour Sora Wade,0.0,0.0,0.0
Nia Dinata,0.0,0.0,0.0
Nia Vardalos,0.0,0.0,0.0
Manousos Manousakis,0.0,0.0,0.0
Nic Auerbach,0.0,0.0,0.0
Nic Mathieu,0.0,0.0,0.0
Nicanor Loreti,0.0,0.0,0.0
Neri Parenti,0.0,0.0,0.0
Nenad Đurić,0.0,0.0,0.0
Manuel Huerga,0.0,0.0,0.0
Nello Rossati,0.0,0.0,0.0
Neil Jones,0.0,0.0,0.0
Manuk Depoyan,0.0,0.0,0.0
Manuela Burló Moreno,0.0,0.0,0.0
Manuel von Stürler,0.0,0.0,0.0
Neil Mcenery-West,0.0,0.0,0.0
Neil Thompson,0.0,0.0,0.0
Neil Turitz,0.0,0.0,0.0
Neil Young,0.0,0.0,0.0
Neill Fearnley,0.0,0.0,0.0
Nelly Ben Hayoun,0.0,0.0,0.0
Manuel Iborra,0.0,0.0,0.0
Manuel Poirier,0.0,0.0,0.0
Nelson George,0.0,0.0,0.0
Nelson Lyon,0.0,0.0,0.0
Manuel Martín Cuenca,0.0,0.0,0.0
Nelson McCormick,0.0,14796236.0,0.0
Nelson Pereira dos Santos,0.0,0.0,0.0
Nelson Walker,0.0,0.0,0.0
Nely Reguera,0.0,0.0,0.0
Nenad Cicin-Sain,0.0,0.0,0.0
Monty Montgomery,0.0,0.0,0.0
Monty Miranda,0.0,0.0,0.0
Monty Diamond,0.0,0.0,0.0
Mariano Barroso,0.0,0.0,0.0
Miguel Larraya,0.0,0.0,0.0
Marianna Palka,0.0,0.0,0.0
Miguel Littín ,0.0,0.0,0.0
Miguel Lluch,0.0,0.0,0.0
Miguel M. Delgado,0.0,0.0,0.0
Miguel Martí,0.0,0.0,0.0
Miguel Rey,0.0,0.0,0.0
Marianna Kaat,0.0,0.0,0.0
Mariana Rondón,0.0,0.0,0.0
Mariana Chenillo,0.0,0.0,0.0
Marian Quinn,0.0,0.0,0.0
Marian Dora,0.0,0.0,0.0
Marian Crișan,0.0,0.0,0.0
Miguel Ángel Vivas,0.0,0.0,0.0
Miika Ullakko,0.0,0.0,0.0
Mijke de Jong,0.0,0.0,0.0
Mika Kaurismäki,0.0,0.0,0.0
Mika Lehtinen,0.0,0.0,0.0
Mika Ninagawa,0.0,0.0,0.0
Mika Ronkainen,0.0,0.0,0.0
Marialy Rivas,0.0,0.0,0.0
Miguel Gonçalves Mendes,0.0,0.0,0.0
Mariano Cohn,0.0,0.0,0.0
Mikael Ekman,0.0,0.0,0.0
Mariano Galperin,0.0,0.0,0.0
Mickey Blaine,0.0,0.0,0.0
Marie Noëlle,0.0,0.0,0.0
Mickey Keating,0.0,0.0,0.0
Mickey Liddell,0.0,0.0,0.0
Mickey Rose,0.0,0.0,0.0
Marie Hopkins,0.0,0.0,0.0
Midi Z,0.0,0.0,0.0
Marie Caillou,0.0,0.0,0.0
Marie Amachoukeli,0.0,472370.0,0.0
Miel Van Hoogenbemt,0.0,0.0,0.0
Miguel Albaladejo,0.0,0.0,0.0
Miguel Alexandre,0.0,0.0,0.0
Mariano Peralta,0.0,0.0,0.0
Miguel Bardem,0.0,0.0,0.0
Miguel Cohan,0.0,0.0,0.0
Mariano Ozores,0.0,0.0,0.0
Miguel Courtois,0.0,0.0,0.0
Miguel Faria Jr.,0.0,0.0,0.0
Miguel Ferrari,0.0,0.0,0.0
Miguel Gomes,0.0,0.0,0.0
Mariano Llinás,0.0,0.0,0.0
Mika Taanila,0.0,0.0,0.0
Mariah Moore,0.0,0.0,0.0
Monty Berman,0.0,0.0,0.0
Maria João Ganga,0.0,0.0,0.0
Maria Ivanova,0.0,0.0,0.0
Maria Gigante,0.0,0.0,0.0
Mike Fleiss,0.0,0.0,0.0
Maria Demopoulos,0.0,0.0,0.0
Maria Blom,0.0,0.0,0.0
Maria Beatty,0.0,0.0,0.0
Mari-Lynn C. Evans,0.0,0.0,0.0
Mike Kaplan,0.0,0.0,0.0
Mike Lerner,0.0,0.0,0.0
Mari Rantasila,0.0,0.0,0.0
Mari Asato,0.0,0.0,0.0
Mike Maguire,0.0,0.0,0.0
Mike Malloy,0.0,0.0,0.0
Mike Million,0.0,0.0,0.0
Marguerite Duras,0.0,0.0,0.0
Marguerite Abouet,0.0,0.0,0.0
Margreth Olin,0.0,0.0,0.0
Mike Myers,0.0,0.0,0.0
Mike Nawrocki,0.0,0.0,0.0
Margot Benacerraf ,0.0,0.0,0.0
Margarita Martinez,0.0,0.0,0.0
Mike Fetterly,0.0,0.0,0.0
Mike Eschmann,0.0,0.0,0.0
Mariah Carey,0.0,0.0,0.0
Mike Dudko,0.0,0.0,0.0
Mikael Kristersson,0.0,0.0,0.0
Maria von Heland,0.0,0.0,0.0
Mikael Syrén,0.0,0.0,0.0
Maria Speth,0.0,0.0,0.0
Maria Sole Tognazzi,0.0,0.0,0.0
Maria Schrader,0.0,0.0,0.0
Maria Sadowska,0.0,0.0,0.0
Mike Barth,0.0,0.0,0.0
Maria Procházková,0.0,0.0,0.0
Maria Peters,0.0,0.0,0.0
Mike Birbiglia,0.0,4417667.0,0.0
Mike Bonanno,0.0,0.0,0.0
Maria Maggenti,0.0,89417.0,0.0
Mike Brett,0.0,0.0,0.0
Mike Cockayne,0.0,0.0,0.0
Maria Lindberg,0.0,0.0,0.0
Maria Lease,0.0,0.0,0.0
Mike Corbera,0.0,0.0,0.0
Mike Dacko,0.0,0.0,0.0
Mike Davis,0.0,0.0,0.0
Maria Kravchenko,0.0,0.0,0.0
Marie Nyreröd,0.0,0.0,0.0
Mickalene Thomas,0.0,0.0,0.0
Mick Partridge,0.0,0.0,0.0
Michalis Konstantatos,0.0,0.0,0.0
Mario Imperoli,0.0,0.0,0.0
Michaël Cohen,0.0,0.0,0.0
Mario Gariazzo,0.0,0.0,0.0
Michaël Weill,0.0,0.0,0.0
Michaël Youn,0.0,0.0,0.0
Mario Fanfani,0.0,0.0,0.0
Michealene Cristini Risley,0.0,0.0,0.0
Michel Audiard,0.0,0.0,0.0
Mario Fanelli,0.0,0.0,0.0
Michel Blanc,0.0,0.0,0.0
Michel Boisrond,0.0,0.0,0.0
Mario Caserini,0.0,0.0,0.0
Mario Camus,0.0,0.0,0.0
Mario Camerini,0.0,0.0,0.0
Michel Brault,0.0,0.0,0.0
Michel Comte,0.0,0.0,0.0
Michel Debats,0.0,0.0,0.0
Michel Deville,0.0,0.0,0.0
Michel Franco,0.0,0.0,0.0
Mario Caiano,0.0,0.0,0.0
Mario Bianchi,0.0,0.0,0.0
Michalis Repas,0.0,0.0,0.0
Michal Vinik,0.0,0.0,0.0
Marie Pérennou,0.0,0.0,0.0
Michal Siewierski,0.0,0.0,0.0
Michael W. Watkins,0.0,0.0,0.0
Mario Philip Azzopardi,0.0,0.0,0.0
Michael Walker,0.0,0.0,0.0
Michael Ware,0.0,0.0,0.0
Mario Peixoto,0.0,0.0,0.0
Michael Webber,0.0,0.0,0.0
Michael Whyte,0.0,0.0,0.0
Michael Williams,0.0,0.0,0.0
Michael Wilson,0.0,0.0,0.0
Mario Muñoz,0.0,0.0,0.0
Mario Moroni,0.0,0.0,0.0
Mario Monicelli,0.0,1314230.0,0.0
Mario Miscione,0.0,0.0,0.0
Mario Mattoli,0.0,0.0,0.0
Mario Martone,0.0,0.0,0.0
Mario Marret,0.0,0.0,0.0
Michael Zimbalist,0.0,27312.0,0.0
Michaela Kezele,0.0,0.0,0.0
Michal Kosakowski,0.0,0.0,0.0
Michal Leszczylowski,0.0,0.0,0.0
Michal Marczak,0.0,0.0,0.0
Mario Andreacchio,0.0,0.0,0.0
Marinus Groothof,0.0,0.0,0.0
Michel Houellebecq,0.0,0.0,0.0
Michel Khleifi,0.0,0.0,0.0
Marina Lyubakova,0.0,0.0,0.0
Marina Abramović,0.0,0.0,0.0
Michelle MacLaren,0.0,0.0,0.0
Marin Karmitz,0.0,0.0,0.0
Marilyn Ness,0.0,0.0,0.0
Michelle Major,0.0,0.0,0.0
Marilyn Minter,0.0,0.0,0.0
Marilyn Agrelo,0.0,1279.0,0.0
Marijan David Vajda,0.0,0.0,0.0
Marija Miletic Dail,0.0,0.0,0.0
Michelle Manning,0.0,0.0,0.0
Michelle Mower,0.0,0.0,0.0
Michelle Schumacher,0.0,0.0,0.0
Michelle Walshe,0.0,0.0,0.0
Michiel ten Horn,0.0,0.0,0.0
Michiel van Erp,0.0,0.0,0.0
Michèle Hozer,0.0,166770.0,0.0
Michèle Ohayon,0.0,0.0,0.0
Michèle Stephenson,0.0,0.0,0.0
Marie-Monique Robin,0.0,0.0,0.0
Marie-Castille Mention-Schaar,0.0,0.0,0.0
Michelle Kwon,0.0,0.0,0.0
Michelle Johnston,0.0,0.0,0.0
Michelle Boyaner,0.0,0.0,0.0
Marina Rice Bader,0.0,0.0,0.0
Michel Lang,0.0,0.0,0.0
Marino Girolami,0.0,0.0,0.0
Michel Levesque,0.0,0.0,0.0
Michel Mardore,0.0,0.0,0.0
Marina Zenovich,0.0,0.0,0.0
Michel Monty,0.0,0.0,0.0
Marina Spada,0.0,0.0,0.0
Marina Sargenti,0.0,0.0,0.0
Michel Munz,0.0,0.0,0.0
Michel Negroponte,0.0,0.0,0.0
Michele Mulroney,0.0,0.0,0.0
Michel O. Scott,0.0,0.0,0.0
Marina Razbezhkina,0.0,0.0,0.0
Michel Ocelot,0.0,0.0,0.0
Michel Spinosa,0.0,0.0,0.0
Michelangelo Frammartino,0.0,0.0,0.0
Michele Josue,0.0,0.0,0.0
Michele Lupo,0.0,0.0,0.0
Marina Person,0.0,0.0,0.0
Michele Massimo Tarantini,0.0,0.0,0.0
Mike Ott,0.0,0.0,0.0
Mike P. Nelson,0.0,0.0,0.0
Mike Piscitelli,0.0,0.0,0.0
Mitch Schauer,0.0,0.0,0.0
Marcos Jorge,0.0,0.0,0.0
Mitchell Klebanoff,0.0,0.0,0.0
Mitchell Leisen,0.0,0.0,0.0
Mitchell Lichtenstein,0.0,0.0,0.0
Marcos Efron,0.0,0.0,0.0
Mitja Okorn,0.0,0.0,0.0
Mitra Farahani,0.0,0.0,0.0
Mitsuo Hashimoto,0.0,0.0,0.0
Marcos Carnevale,0.0,0.0,0.0
Mitsuo Yanagimachi,0.0,0.0,0.0
Mitsuru Meike,0.0,0.0,0.0
Marcos Cabotá,0.0,0.0,0.0
