name,total_budget,total_revenue,total_return
Max Giwa,5773100.0,18144030.0,3.142857390310232
Dania Pasquini,5773100.0,18144030.0,3.142857390310232
William Sachs,5750000.0,4865000.0,0.8460869565217392
Donovan Marsh,5747487.0,0.0,0.0
David DeCoteau,5747000.0,0.0,0.0
Daniel Monzón,5700000.0,19300483.0,3.386049649122807
Marco Bellocchio,5700000.0,0.0,0.0
Ben Sharpsteen,5692000.0,169220000.0,29.72944483485594
Gareth Evans,5600000.0,6754229.0,1.2061123214285714
Josef Fares,5600000.0,8.0,1.4285714285714286e-06
Giulio Manfredonia,5579750.0,8927600.0,1.6
Leehom Wang,5532496.0,0.0,0.0
Ali Zafar,5510000.0,18050000.0,3.2758620689655173
Liv Ullmann,5500000.0,5000000.0,0.9090909090909092
Eugenio Derbez,5500000.0,99067206.0,18.012219272727272
Hitoshi Matsumoto,5500000.0,0.0,0.0
Shigeyasu Yamauchi,5500000.0,0.0,0.0
Godfrey Reggio,5500000.0,2326424.0,0.4229861818181818
Mamoru Hosoda,5500000.0,4371411.0,0.794802
Indra Kumar,5500000.0,47000000.0,8.545454545454545
Robin Blazak,5500000.0,0.0,0.0
Roger Avary,5500000.0,418961.0,0.0761747272727272
William Lustig,5450000.0,5091888.0,0.934291376146789
Franck Gastambide,5402000.0,103504.0,0.0191603109959274
Fred Niblo,5400337.0,9000551.0,1.6666646914812908
Zak Penn,5400001.0,0.0,0.0
Dragan Bjelogrlić,5400000.0,0.0,0.0
Mohamed Hamidi,5300000.0,0.0,0.0
Roman Prygunov,5300000.0,13218980.0,2.494147169811321
Kunal Kohli,5300000.0,22175908.0,4.18413358490566
Frédéric Tellier,5290000.0,0.0,0.0
Bejoy Nambiar,5200000.0,9200000.0,1.7692307692307692
Leena Yadav,5200000.0,3100000.0,0.5961538461538461
Sanjay Gupta,5200000.0,0.0,0.0
Jay Levey,5200000.0,0.0,0.0
Andrzej Wajda,5200000.0,14723313.0,2.8314063461538463
Jerzy Skolimowski,5190012.0,0.0,0.0
Jeremy Saulnier,5190000.0,3478755.0,0.6702803468208093
Thomas Vinterberg,5100000.0,47029977.0,9.22156411764706
Cédric Anger,5100000.0,0.0,0.0
Aleksey Balabanov,5100000.0,2181410.0,0.4277274509803921
Martin Zandvliet,5070773.0,0.0,0.0
Ribhu Dasgupta,5069632.0,4817642.0,0.9502942225392296
Tarik Saleh,5060730.0,0.0,0.0
Frank Henenlotter,5035000.0,205068.0,0.0407285004965243
Jan Svěrák,5030000.0,5770254.0,1.1471677932405566
Oren Peli,5015000.0,193355800.0,38.55549351944168
Sam Wood,5010000.0,0.0,0.0
Colm McCarthy,5005600.0,0.0,0.0
Gabriela Tagliavini,5000004.0,0.0,0.0
Михаил Пореченков,5000000.0,0.0,0.0
Philip Yung,5000000.0,0.0,0.0
Sergei Mokritsky,5000000.0,0.0,0.0
Mahiro Maeda,5000000.0,0.0,0.0
Andrew R. Jones,5000000.0,0.0,0.0
Yaroslav Chevazhevskiy,5000000.0,22772019.0,4.5544038
Audrey Dana,5000000.0,12058187.0,2.4116374
Yôji Yamada,5000000.0,7338987.0,1.4677974
Ry Russo-Young,5000000.0,10050566.0,2.0101132
Geoff Moore,5000000.0,75143.0,0.0150286
Jon S. Baird,5000000.0,9114264.0,1.8228528
Joshua Seftel,5000000.0,1296184.0,0.2592368
Andrew Shortell,5000000.0,0.0,0.0
Sturla Gunnarsson,5000000.0,92076.0,0.0184152
Kim Joon-Sung,5000000.0,0.0,0.0
Leonardo Ricagni,5000000.0,0.0,0.0
Adam Grossman,5000000.0,0.0,0.0
Richard Glatzer,5000000.0,43884652.0,8.7769304
Dan Rush,5000000.0,2614773.0,0.5229546
Bora Dağtekin,5000000.0,83027924.0,16.6055848
Jeffrey Blitz,5000000.0,3305592.0,0.6611184
Michael Schroeder,5000000.0,0.0,0.0
Michael Sarne,5000000.0,3000000.0,0.6
Ed Gass-Donnelly,5000000.0,15179302.0,3.0358604
Ben Browder,5000000.0,0.0,0.0
Gonzalo López-Gallego,5000000.0,25562924.0,5.1125848
Massimo Martelli,5000000.0,0.0,0.0
Keith Samples,5000000.0,0.0,0.0
Joel Edgerton,5000000.0,58978653.0,11.7957306
Michael Haussman,5000000.0,0.0,0.0
Matt Shakman,5000000.0,0.0,0.0
Stephen Cornwell,5000000.0,2970.0,0.000594
Drew Daywalt,5000000.0,0.0,0.0
Matt Ross,5000000.0,5879736.0,1.1759472
Michael D. Sellers,5000000.0,71904.0,0.0143808
Paul Tanter,5000000.0,0.0,0.0
Michael Taverna,5000000.0,0.0,0.0
David Nelson,5000000.0,0.0,0.0
Marion Hänsel,5000000.0,0.0,0.0
Zsolt Bács,5000000.0,0.0,0.0
Toa Fraser,5000000.0,5240.0,0.001048
Jamie Uys,5000000.0,60000000.0,12.0
Jordan Peele,5000000.0,252434250.0,50.48685
Wash Westmoreland,5000000.0,43884652.0,8.7769304
Henry Pincus,5000000.0,0.0,0.0
Emmanuelle Bercot,5000000.0,26144.0,0.0052288
Gaby Dellal,5000000.0,443962.0,0.0887924
Meg Ryan,5000000.0,0.0,0.0
Sacha Bennett,5000000.0,0.0,0.0
Mike Phillips,5000000.0,0.0,0.0
Fernando Sariñana,5000000.0,0.0,0.0
David Posamentier,5000000.0,75143.0,0.0150286
Mike Southon,5000000.0,0.0,0.0
Philippe Caland,5000000.0,1189612.0,0.2379224
J.S. Cardone,5000000.0,0.0,0.0
Bruce Schooley,5000000.0,13000000.0,2.6
Nathan Morlando,5000000.0,0.0,0.0
James Manera,5000000.0,846704.0,0.1693408
Lawrence Silverstein,5000000.0,0.0,0.0
Alex De Rakoff,5000000.0,0.0,0.0
Annette Haywood-Carter,5000000.0,258263.0,0.0516526
Paul Solet,5000000.0,0.0,0.0
Scott Foley,5000000.0,0.0,0.0
Tadayoshi Yamamuro,5000000.0,61768190.0,12.353638
Ignas Jonynas,5000000.0,22772019.0,4.5544038
Ulf Hultberg,5000000.0,0.0,0.0
Yoshiaki Kawajiri,5000000.0,0.0,0.0
David Schneider,5000000.0,0.0,0.0
William H. Macy,5000000.0,0.0,0.0
David Caesar,5000000.0,0.0,0.0
Paul Lynch,5000000.0,14796236.0,2.9592472
Takeshi Koike,5000000.0,0.0,0.0
Keith Bearden,5000000.0,31649.0,0.0063298
Yegor Konchalovsky,5000000.0,3025312.0,0.6050624
Antti Haikala,5000000.0,0.0,0.0
Andrey Volgin,5000000.0,0.0,0.0
Ronald Neame,5000000.0,84563118.0,16.9126236
Israel Horovitz,5000000.0,7527232.0,1.5054464
Mark Edwin Robinson,5000000.0,0.0,0.0
Agustin,5000000.0,0.0,0.0
Gary Michael Schultz,5000000.0,0.0,0.0
Robert Duvall,5000000.0,0.0,0.0
Åsa Faringer,5000000.0,0.0,0.0
Toby Wilkins,5000000.0,38734200.0,7.74684
Shahriar Bahrani,5000000.0,0.0,0.0
Eleanor Coppola,5000000.0,6700000.0,1.34
Igor Zaytsev,5000000.0,17566040.0,3.513208
John Blanchard,5000000.0,0.0,0.0
Madhur Bhandarkar,5000000.0,0.0,0.0
Eli Craig,5000000.0,5476793.0,1.0953586
Tamara Jenkins,5000000.0,0.0,0.0
Nicolas Cuche,5000000.0,0.0,0.0
Aleksandr Strizhenov,5000000.0,0.0,0.0
Tia Buhl,5000000.0,0.0,0.0
Marc S. Grenier,5000000.0,0.0,0.0
John Kafka,5000000.0,0.0,0.0
João Daniel Tikhomiroff,5000000.0,0.0,0.0
Trey Edward Shults,5000000.0,140779.0,0.0281558
Billy Kent,5000000.0,0.0,0.0
Kazuki Omori,5000000.0,0.0,0.0
Andrew Loo,5000000.0,0.0,0.0
Vladimir Shchegolkov,5000000.0,1413000.0,0.2826
Stig Svendsen,5000000.0,0.0,0.0
John Fawcett,5000000.0,0.0,0.0
Stiles White,5000000.0,103590271.0,20.7180542
Antonio Negret,5000000.0,0.0,0.0
Kouji Morimoto,5000000.0,0.0,0.0
Roberto Andò,5000000.0,48125.0,0.009625
Francisco Laresgoiti,5000000.0,0.0,0.0
Shinichiro Watanabe,5000000.0,0.0,0.0
Norman Mailer,5000000.0,858250.0,0.17165
Brad Isaacs,5000000.0,0.0,0.0
Peter Chung,5000000.0,0.0,0.0
Fred Walton,5000000.0,0.0,0.0
Bernie Goldmann,5000000.0,346592.0,0.0693184
Philippe Falardeau,5000000.0,6581915.0,1.316383
Jesse Baget,5000000.0,0.0,0.0
Kees Van Oostrum,5000000.0,388.0,7.76e-05
Tom Anton,5000000.0,0.0,0.0
Jeff Blyth,5000000.0,8153677.0,1.6307354
Makoto Shinkai,5000000.0,355298270.0,71.059654
Julio Quintana,5000000.0,0.0,0.0
Filipp Yankovsky,5000000.0,3919731.0,0.7839462
Daming Chen,5000000.0,0.0,0.0
Daniele Luchetti,5000000.0,6463286.0,1.2926572
Gary Lennon,5000000.0,0.0,0.0
Rob Hedden,5000000.0,14000000.0,2.8
Billy O'Brien,5000000.0,0.0,0.0
Dominique Othenin-Girard,5000000.0,11642254.0,2.3284508
Melisa Wallack,5000000.0,346592.0,0.0693184
Michael Laughlin,5000000.0,1362303.0,0.2724606
James Whale,4962750.0,20000000.0,4.030023676389098
Michael Miller,4945000.0,12800000.0,2.588473205257836
Claude Berri,4940939.0,458557.0,0.0928076626730263
David F. Sandberg,4900000.0,148868835.0,30.381394897959183
Jerusha Hess,4900000.0,2159041.0,0.4406206122448979
Tom Kalin,4850000.0,340147.0,0.0701334020618556
Martin Koolhoven,4800000.0,1496262.0,0.31172125
Wolfgang Becker,4800000.0,79384880.0,16.538516666666666
Nick Murphy ,4798235.0,209696.0,0.0437027365270771
Jesper W. Nielsen,4750000.0,0.0,0.0
Jeremy Haft,4750000.0,206871.0,0.0435517894736842
David Hand,4744795.0,535692636.0,112.90111290371873
Rasmus Heide,4720666.0,0.0,0.0
Elia Kazan,4710001.0,25400005.0,5.392781232955152
Barbara Albert,4705100.0,0.0,0.0
Lin Li-Sheng,4700000.0,0.0,0.0
Eldar Salavatov,4700000.0,2141028.0,0.4555378723404255
Bruno Barreto,4700000.0,15924724.0,3.38823914893617
Baldvin Zophoníasson,4700000.0,0.0,0.0
Xavier Picard,4700000.0,0.0,0.0
Yoo Ha,4700000.0,0.0,0.0
Analeine Cal y Mayor,4700000.0,0.0,0.0
Hanna Hemilä,4700000.0,0.0,0.0
Luca Guadagnino,4696772.0,7134441.0,1.5190094388230897
Anders Nilsson,4667404.0,0.0,0.0
Edmund Goulding,4650000.0,10594000.0,2.278279569892473
Alex Kendrick,4600000.0,145946986.0,31.727605652173917
Peter Scheerer,4600000.0,0.0,0.0
Marek Brodzki,4600000.0,0.0,0.0
Michael Roesch,4600000.0,0.0,0.0
Daniel Grou,4600000.0,0.0,0.0
Damjan Kozole,4600000.0,0.0,0.0
Mark Davis,4600000.0,1163967.0,0.2530363043478261
Jim Rash,4600000.0,23198652.0,5.043185217391304
Michel Leclerc,4600000.0,0.0,0.0
Amos Gitai,4600000.0,0.0,0.0
Noel Clarke,4600000.0,1163967.0,0.2530363043478261
Nat Faxon,4600000.0,23198652.0,5.043185217391304
Walter Lang,4550000.0,21300000.0,4.681318681318682
Liang Xuan,4531653.0,84552250.0,18.65814747951796
Zhang Chun,4531653.0,84552250.0,18.65814747951796
Georgiy Daneliya,4520000.0,0.0,0.0
Tatiana Ilyina,4520000.0,0.0,0.0
Cecília Amado,4500000.0,0.0,0.0
Steven Hilliard Stern,4500000.0,0.0,0.0
Kevin Connor,4500000.0,0.0,0.0
Jon Hess,4500000.0,0.0,0.0
Romain Gavras,4500000.0,0.0,0.0
Agnieszka Wojtowicz-Vosloo,4500000.0,3606395.0,0.8014211111111111
William Eubank,4500000.0,600896.0,0.1335324444444444
Jang Jin,4500000.0,2403749.0,0.5341664444444445
Frank Tashlin,4500000.0,7100000.0,1.5777777777777775
Jeff Betancourt,4500000.0,0.0,0.0
Mark Griffiths,4500000.0,1.0,2.2222222222222227e-07
Donald P. Borchers,4500000.0,0.0,0.0
David Smith,4500000.0,0.0,0.0
Galt Niederhoffer,4500000.0,123820.0,0.0275155555555555
Raja Menon,4500000.0,32000000.0,7.111111111111111
Ilya Maksimov,4500000.0,3468423.0,0.7707606666666666
Victor Saville,4500000.0,3200000.0,0.7111111111111111
Duane Journey,4500000.0,0.0,0.0
Marcus Warren,4500000.0,0.0,0.0
Richard Martin,4500000.0,10224116.0,2.272025777777778
Michelle Danner,4500000.0,0.0,0.0
Mike van Diem,4500000.0,0.0,0.0
Manoel de Oliveira,4500000.0,0.0,0.0
Johannes Stjärne Nilsson,4466000.0,0.0,0.0
Ola Simonsson,4466000.0,0.0,0.0
Anurag Basu,4437508.0,2804874.0,0.6320831421599691
Pekka Parikka,4414000.0,0.0,0.0
Mathias Dinter,4410000.0,0.0,0.0
Terry Jones,4400012.0,32274103.0,7.335003404536169
Darlo Piana,4400000.0,0.0,0.0
Émile Gaudreault,4361898.0,3031801.0,0.6950646255368649
Jorge Dorado,4357373.0,1200000.0,0.2753952897766613
Robert Hiltzik,4350000.0,0.0,0.0
Cho Keun-Hyun,4330000.0,0.0,0.0
Vetrimaran,4325000.0,7600000.0,1.7572254335260116
Abdellatif Kechiche,4300000.0,10165694.0,2.36411488372093
Pete Riski,4300000.0,0.0,0.0
Mark Hammond,4300000.0,0.0,0.0
Rachel Ward,4300000.0,0.0,0.0
Stobe Harju,4275000.0,0.0,0.0
Andrew Lauer,4250000.0,0.0,0.0
Dominic Burns,4250000.0,0.0,0.0
Stephan Apelgren,4200000.0,0.0,0.0
Caroline Zelder,4200000.0,0.0,0.0
Tom Savini,4200000.0,5835247.0,1.389344523809524
Sam Fischer	,4200000.0,0.0,0.0
John Pogue,4200000.0,17834867.0,4.246396904761904
Tim Oliehoek,4200000.0,0.0,0.0
Danny Steinmann,4200000.0,21930418.0,5.221528095238095
Aziz Mirza,4180000.0,11000000.0,2.631578947368421
Robert Jan Westdijk,4170000.0,0.0,0.0
Buster Keaton,4150000.0,0.0,0.0
Muriel Coulin,4141459.0,201607.0,0.0486801873446048
Delphine Coulin,4141459.0,201607.0,0.0486801873446048
Lucrecia Martel,4100000.0,0.0,0.0
Vikramaditya Motwane,4100000.0,4300000.0,1.048780487804878
Claude Lelouch,4100000.0,0.0,0.0
Abhinay Deo,4090000.0,18035000.0,4.409535452322738
Jim Wynorski,4060000.0,300168.0,0.0739330049261083
Barry Jenkins,4013000.0,65046687.0,16.208992524296036
Joe Menendez,4002313.0,6.0,1.4991331262697343e-06
Sam Levinson,4000000.0,355688.0,0.088922
Jason Bourque,4000000.0,0.0,0.0
Bob Odenkirk,4000000.0,4630045.0,1.15751125
D.W. Brown,4000000.0,0.0,0.0
David Salle,4000000.0,389503.0,0.09737575
Obin Olson,4000000.0,0.0,0.0
Sheldon Wilson,4000000.0,0.0,0.0
Allison Anders,4000000.0,5645236.0,1.411309
Andrew Getty,4000000.0,0.0,0.0
Guo Yu-Dan,4000000.0,0.0,0.0
Barry Battles,4000000.0,0.0,0.0
Im Sang-soo,4000000.0,0.0,0.0
Konstantin Bronzit,4000000.0,1730000.0,0.4325
Joe Lynch,4000000.0,0.0,0.0
Adam Green,4000000.0,3118464.0,0.779616
Hallvard Bræin,4000000.0,0.0,0.0
Franc. Reyes,4000000.0,21698107.0,5.42452675
K. Selvaraghavan,4000000.0,0.0,0.0
Amir Valinia,4000000.0,0.0,0.0
Dave McKean,4000000.0,866999.0,0.21674975
Kim Yong-Hwa,4000000.0,0.0,0.0
S. Lee Pogostin,4000000.0,1750000.0,0.4375
Dan O'Bannon,4000000.0,14237000.0,3.55925
Abe Sylvia,4000000.0,55125.0,0.01378125
Jeremy Power Regimbal,4000000.0,0.0,0.0
Declan Lowney,4000000.0,9800000.0,2.45
Dan Rosen,4000000.0,0.0,0.0
Frank Longo,4000000.0,0.0,0.0
Terry Green ,4000000.0,0.0,0.0
Júlíus Kemp,4000000.0,0.0,0.0
Egidio Coccimiglio,4000000.0,0.0,0.0
Melvin Frank,4000000.0,0.0,0.0
Dani de la Torre,4000000.0,0.0,0.0
Alex Gibney,4000000.0,1858238.0,0.4645595
Sebastian Gutierrez,4000000.0,18107.0,0.00452675
Antony Szeto,4000000.0,0.0,0.0
Kritsaman Wattananarong,4000000.0,0.0,0.0
Yorgos Lanthimos,4000000.0,15766390.0,3.9415975
Jorge Ramírez Suárez,4000000.0,0.0,0.0
Radha Bharadwaj,4000000.0,259012.0,0.064753
Philippe Garrel,4000000.0,0.0,0.0
Per Fly,4000000.0,0.0,0.0
Dante Lam,4000000.0,173000000.0,43.25
Sofya Skya,4000000.0,0.0,0.0
Nick Vallelonga,4000000.0,0.0,0.0
Kevin Yagher,4000000.0,16675000.0,4.16875
Norman Panama,4000000.0,0.0,0.0
Howard Brookner,4000000.0,0.0,0.0
Amariah Olson,4000000.0,0.0,0.0
Rod Hardy,4000000.0,46474.0,0.0116185
Jim Kohlberg,4000000.0,253899.0,0.06347475
Christian Zübert,4000000.0,0.0,0.0
Martín Hodara,4000000.0,1440000.0,0.36
Henry Hobson,4000000.0,187112.0,0.046778
Mads Matthiesen,4000000.0,0.0,0.0
Dennis Chan,4000000.0,0.0,0.0
Xavier Beauvois,4000000.0,41424067.0,10.35601675
Oriol Paulo,4000000.0,0.0,0.0
Aristomenis Tsirbas,4000000.0,6101046.0,1.5252615
P.J. Pettiette,4000000.0,0.0,0.0
Anders Banke,4000000.0,0.0,0.0
Martin Donovan,4000000.0,670774.0,0.1676935
Christoph Schrewe,4000000.0,0.0,0.0
Keith Melton,4000000.0,0.0,0.0
Charles Ferguson,4000000.0,9303145.0,2.32578625
Tim McCann,4000000.0,0.0,0.0
Eric Heisserer,4000000.0,0.0,0.0
Karen Oganesyan,4000000.0,404785.0,0.10119625
Sergey Ginzburg,4000000.0,0.0,0.0
Robert Crombie,4000000.0,0.0,0.0
Reinout Oerlemans,4000000.0,0.0,0.0
Alfredo De Villa,4000000.0,156021.0,0.03900525
Arie Posin,4000000.0,350006.0,0.0875015
Sally Potter,4000000.0,1005700.0,0.251425
Ricardo Trogi,4000000.0,0.0,0.0
Jamal Joseph,4000000.0,0.0,0.0
Fernando León de Aranoa,4000000.0,1848835.0,0.46220875
Rodrigo Sorogoyen,4000000.0,0.0,0.0
Daniel Alfredson,4000000.0,113126888.0,28.281722
Joona Tena,3996531.0,2411594.0,0.6034218175712887
Adam Rapp,3975000.0,113783.0,0.0286246540880503
Howard Hughes,3950000.0,8000000.0,2.0253164556962027
Samuel Armstrong,3950000.0,352367150.0,89.20687341772152
William Roberts,3950000.0,352367150.0,89.20687341772152
Sijie Dai,3910000.0,0.0,0.0
Giuseppe Capotondi,3906840.0,4300000.0,1.100633760276848
Laurent Herbiet,3900000.0,0.0,0.0
John Carl Buechler,3900000.0,24620816.0,6.313029743589744
Benjamin Heisenberg,3900000.0,208475.0,0.0534551282051282
Mark Young,3900000.0,0.0,0.0
Christy Cabanne,3900000.0,9000000.0,2.3076923076923075
Charles Brabin,3900000.0,9000000.0,2.3076923076923075
J.J. Cohn,3900000.0,9000000.0,2.3076923076923075
Rex Ingram,3900000.0,9000000.0,2.3076923076923075
Eric Wirix,3849796.0,7471304.0,1.9407012735220253
Andy de Emmony,3837625.0,3867000.0,1.007654473795642
Hue Rhodes,3800000.0,111731.0,0.0294028947368421
Dagur Kári,3800000.0,0.0,0.0
Richard Ciupka,3800000.0,559298.0,0.1471836842105263
Juan Carlos Tabío,3800000.0,0.0,0.0
Gustavo Ron,3800000.0,0.0,0.0
Damien O'Donnell,3800000.0,28200000.0,7.421052631578948
Laurent Cantet,3800000.0,28814580.0,7.582784210526316
Benicio del Toro,3800000.0,0.0,0.0
John Krasinski,3800000.0,1016985.0,0.2676276315789473
Pablo Trapero,3800000.0,20381995.0,5.363682894736842
Roger Gual,3780000.0,0.0,0.0
Leander Haußmann,3774400.0,0.0,0.0
Sven Regener,3774400.0,0.0,0.0
Ashwani Dhir,3750000.0,5000000.0,1.3333333333333333
Nick Love,3730500.0,6294161.0,1.6872164589197158
R. Balki,3700000.0,0.0,0.0
Stefano Bessoni,3700000.0,0.0,0.0
Ben Ramsey,3700000.0,0.0,0.0
Evelyn Purcell,3700000.0,0.0,0.0
Søren Kragh-Jacobsen,3700000.0,0.0,0.0
Lucian Pintilie,3700000.0,65352.0,0.0176627027027027
Richard Clabaugh,3700000.0,0.0,0.0
Sriram Raghavan,3700000.0,11480000.0,3.1027027027027025
Wisit Sasanatieng,3700000.0,0.0,0.0
Anders Thomas Jensen,3700000.0,0.0,0.0
Simon Brand,3700000.0,3338228.0,0.9022237837837838
Kornél Mundruczó,3700000.0,282358.0,0.0763129729729729
Fabrice Du Welz,3673315.0,0.0,0.0
Micah Wright,3650000.0,0.0,0.0
Jay Lender,3650000.0,0.0,0.0
Rich Correll,3600000.0,8533973.0,2.370548055555556
Ulrich Seidl,3600000.0,37476.0,0.01041
John Alan Simon,3600000.0,0.0,0.0
James D. Deck,3600000.0,0.0,0.0
Roger Roth,3600000.0,0.0,0.0
Adrian Vitoria,3600000.0,0.0,0.0
Timothy Bond,3600000.0,0.0,0.0
Kang Hyeong-Cheol,3550000.0,48000000.0,13.52112676056338
Maren Ade,3537415.0,1390172.0,0.3929909269904718
Anatole Litvak,3520000.0,0.0,0.0
Cy Endfield,3500000.0,8000000.0,2.2857142857142856
Dana Lustig,3500000.0,44000.0,0.0125714285714285
Rob Meltzer,3500000.0,0.0,0.0
Will Koopman,3500000.0,18000000.0,5.142857142857143
Steve Wang,3500000.0,0.0,0.0
Paul Cade,3500000.0,0.0,0.0
Peter Stebbings,3500000.0,44462.0,0.0127034285714285
John V. Soto,3500000.0,0.0,0.0
Lisa Krueger,3500000.0,431326.0,0.123236
Lisa Cholodenko,3500000.0,36635018.0,10.467148
Johnny Hickey,3500000.0,0.0,0.0
Sam Wanamaker,3500000.0,16000000.0,4.571428571428571
Rick Morales,3500000.0,0.0,0.0
Christopher Berkeley,3500000.0,0.0,0.0
Michael Chang,3500000.0,0.0,0.0
Hiroshi Morioka,3500000.0,0.0,0.0
Oz Scott,3500000.0,0.0,0.0
Arild Andresen,3500000.0,0.0,0.0
Ryan Stevens Harris,3500000.0,0.0,0.0
Vince Marcello,3500000.0,0.0,0.0
Amanda Gusack,3500000.0,0.0,0.0
Alain Darborg,3500000.0,0.0,0.0
Toshiyuki Kubooka,3500000.0,0.0,0.0
Martin Huberty,3500000.0,0.0,0.0
Christoffer Boe,3500000.0,0.0,0.0
Béla Tarr,3500000.0,25461.0,0.0072745714285714
Stan Winston,3500000.0,4385516.0,1.2530045714285714
Dave Bullock,3500000.0,5231128.0,1.494608
Julia Ducournau,3500000.0,4100000.0,1.1714285714285717
Chris Stokes,3500000.0,0.0,0.0
Sangyoon Lim,3500000.0,7339398.0,2.0969708571428574
Michael Feifer,3500000.0,0.0,0.0
Bryan Buckley,3500000.0,615816.0,0.1759474285714285
Charles Adelman,3500000.0,0.0,0.0
Abbas Alibhai Burmawalla,3500000.0,9250000.0,2.642857142857143
Robert Marcarelli,3500000.0,2400000.0,0.6857142857142857
Klaus Härö,3500000.0,0.0,0.0
Jo Beom-jin,3500000.0,0.0,0.0
Betsan Morris Evans,3500000.0,0.0,0.0
Yasuhiro Aoki,3500000.0,0.0,0.0
James Yukich,3500000.0,2341309.0,0.6689454285714286
Jong-Sik Nam,3500000.0,0.0,0.0
Jonathan Kesselman,3500000.0,230069.0,0.065734
André Øvredal,3500000.0,10132620.0,2.895034285714286
Frank Laughlin,3500000.0,0.0,0.0
Michael Gornick,3500000.0,14000000.0,4.0
Shoujirou Nishimi,3500000.0,0.0,0.0
Derick Martini,3500000.0,0.0,0.0
Ethan Spaulding,3500000.0,4571025.0,1.306007142857143
Robert Eggers,3500000.0,40423945.0,11.549698571428571
Marwan Hamed,3500000.0,0.0,0.0
Mastan Alibhai Burmawalla,3500000.0,9250000.0,2.642857142857143
Aleksei Sidorov,3500000.0,8262833.0,2.3608094285714287
Safy Nebbou,3500000.0,1492523.0,0.4264351428571428
Omar Naim,3500000.0,548039.0,0.1565825714285714
Aleksandr Mindadze,3500000.0,0.0,0.0
Mike Mendez,3500000.0,0.0,0.0
Maksim Voronkov,3500000.0,179000.0,0.0511428571428571
Neil Abramson,3500000.0,9247881.0,2.6422517142857145
Futoshi Higashide,3500000.0,0.0,0.0
Sara Johnsen,3417000.0,0.0,0.0
Robert Z. Leonard,3401263.0,0.0,0.0
Adam Spinks,3400000.0,0.0,0.0
Marcus Dunstan,3400000.0,120842058.0,35.54178176470588
Chi Po-Lin,3400000.0,0.0,0.0
Ray Lawrence,3400000.0,660537.0,0.1942755882352941
Charles Band,3400000.0,7000000.0,2.0588235294117645
Adrian Popovici,3383700.0,0.0,0.0
Luca Vendruscolo,3347850.0,1248748.0,0.3729999850650417
Giacomo Ciarrapico,3347850.0,1248748.0,0.3729999850650417
Mattia Torre,3347850.0,1248748.0,0.3729999850650417
Władysław Pasikowski,3335702.0,0.0,0.0
Kátia Lund,3300000.0,30641770.0,9.28538484848485
Lamberto Bava,3300000.0,0.0,0.0
Jonathan Silverman,3300000.0,45000.0,0.0136363636363636
Pavel Chukhray,3300000.0,2011837.0,0.6096475757575758
Jennifer Finnigan,3300000.0,45000.0,0.0136363636363636
Christina Wayne,3300000.0,0.0,0.0
Renat Davletyarov,3300000.0,5249225.0,1.5906742424242424
David Gelb,3300000.0,66661236.0,20.200374545454544
Michael G. Bartlett,3250000.0,3250000.0,1.0
Roy Ward Baker,3213375.0,0.0,0.0
Evgeniy Bedarev,3200000.0,3877492.0,1.21171625
Shin Dong-yeop,3200000.0,0.0,0.0
Brian Caunter,3200000.0,0.0,0.0
Marc Fienberg,3200000.0,0.0,0.0
Jon Hewitt,3200000.0,0.0,0.0
Byron Haskin,3200000.0,2000000.0,0.625
Howard Storm,3200000.0,10000000.0,3.125
Krzysztof Łukaszewicz,3200000.0,0.0,0.0
Julio DePietro,3200000.0,0.0,0.0
Leif Lindblom,3200000.0,0.0,0.0
Kenji Kamiyama,3200000.0,0.0,0.0
Guy-Roger Duvert,3200000.0,0.0,0.0
David Wnendt,3196621.0,25513752.0,7.981475439221603
Jon Knautz,3150000.0,0.0,0.0
Trevor Matthews,3150000.0,0.0,0.0
Richard Boleslawski,3147000.0,1120000.0,0.355894502700985
Paul Satterfield,3138000.0,350767150.0,111.78048119821544
Frank Lloyd,3130280.0,12090000.0,3.862274301340455
Robert Vincent O'Neill,3110000.0,0.0,0.0
Benedek Fliegauf,3100000.0,0.0,0.0
Jannicke Systad Jacobsen,3100000.0,0.0,0.0
Nicholas Kalikow,3100000.0,0.0,0.0
Tristan Loraine,3100000.0,0.0,0.0
Denis Rabaglia,3100000.0,0.0,0.0
Samuli Valkama,3100000.0,0.0,0.0
Jamie Babbit,3100000.0,2999899.0,0.9677093548387096
Norman Ferguson,3092000.0,84920000.0,27.464424320827945
Robert Fuest,3075000.0,0.0,0.0
Sidney Poitier,3070000.0,137807633.0,44.88847980456026
Clarence Brown,3027000.0,4116000.0,1.3597621407333995
Yılmaz Erdoğan,3020000.0,13954476.0,4.620687417218544
George McCowan,3000600.0,0.0,0.0
Philippe Mora,3000005.0,1919653.0,0.6398832668612219
Natalya Uglitskikh,3000000.0,1957000.0,0.6523333333333333
Christopher Neil,3000000.0,0.0,0.0
Christian Marquand,3000000.0,0.0,0.0
Raúl Ruiz,3000000.0,0.0,0.0
Eduardo Schuldt,3000000.0,0.0,0.0
Anthony Leonardi III,3000000.0,1675381.0,0.5584603333333333
Pamela Romanowsky,3000000.0,13191.0,0.004397
John M. Stahl,3000000.0,0.0,0.0
Susan Jacobson,3000000.0,0.0,0.0
Frank Sabatella,3000000.0,0.0,0.0
Denis Neimand,3000000.0,0.0,0.0
